symbol;available_exchanges;currency_base;currency_quote
"EPS/USD";"[""Binance""]";"Ellipsis";"US Dollar"
"EPX/BUSD";"[""Binance""]";"Ellipsis X";"Binance USD"
"EPX/USD";"[""Binance""]";"Ellipsis X";"US Dollar"
"EPY/USD";"[""Synthetic""]";"Emphy";"US Dollar"
"EQT/BTC";"[""YoBit""]";"EquiTrader";"Bitcoin"
"ERC20/ETH";"[""Mercatox""]";"ERC20";"Ethereum"
"ERC20/USD";"[""Synthetic""]";"ERC20";"US Dollar"
"ERC/BTC";"[""Crex24""]";"EuropeCoin";"Bitcoin"
"ERC/USD";"[""Synthetic""]";"EuropeCoin";"US Dollar"
"ERG/BTC";"[""Kucoin""]";"Ergo";"Bitcoin"
"ERG/ETH";"[""Gate.io""]";"Ergo";"Ethereum"
"ERG/USD";"[""Gate.io"",""Kucoin""]";"Ergo";"US Dollar"
"ERY/USD";"[""Synthetic""]";"Eryllium";"US Dollar"
"ESP/ETH";"[""Livecoin""]";"Espers";"Ethereum"
"ESP/USD";"[""Synthetic""]";"Espers";"US Dollar"
"ESS/BTC";"[""Hotbit""]";"Essentia";"Bitcoin"
"ESS/ETH";"[""Hotbit""]";"Essentia";"Ethereum"
"ESS/USD";"[""Synthetic""]";"Essentia";"US Dollar"
"ETA/USD";"[""Synthetic""]";"Etheera";"US Dollar"
"ETBS/USD";"[""Synthetic""]";"Ethbits";"US Dollar"
"ETC/AUD";"[""BTC Markets"",""Synthetic""]";"Ethereum Classic";"Australian Dollar"
"ETC/BCH";"[""CoinEx""]";"Ethereum Classic";"Bitcoin Cash"
"ETC/BNB";"[""Binance""]";"Ethereum Classic";"Binance Coin"
"ETC/BRL";"[""Binance"",""NovaDAX""]";"Ethereum Classic";"Brazil Real"
"ETC/BTC";"[""Bibox"",""Binance"",""Huobi""]";"Ethereum Classic";"Bitcoin"
"ETC/CAD";"[""Synthetic""]";"Ethereum Classic";"Canadian Dollar"
"ETC/CNY";"[""Synthetic""]";"Ethereum Classic";"Chinese Yuan"
"ETC/ETH";"[""Bibox"",""Binance""]";"Ethereum Classic";"Ethereum"
"ETC/EUR";"[""Coinbase Pro"",""Kraken""]";"Ethereum Classic";"Euro"
"ETC/GBP";"[""Coinbase Pro""]";"Ethereum Classic";"British Pound"
"ETC/HKD";"[""Synthetic""]";"Ethereum Classic";"Hong Kong Dollar"
"ETC/IDR";"[""BTC Indonesia""]";"Ethereum Classic";"Indonesian Rupiah"
"ETC/ILS";"[""Synthetic""]";"Ethereum Classic";"Israeli Shekel"
"ETC/INR";"[""Synthetic""]";"Ethereum Classic";"Indian Rupee"
"ETC/JPY";"[""Synthetic""]";"Ethereum Classic";"Japanese Yen"
"ETC/KRW";"[""Bithumb"",""Upbit""]";"Ethereum Classic";"Korean Won"
"ETC/MXN";"[""Synthetic""]";"Ethereum Classic";"Mexican Peso"
"ETC/MYR";"[""Synthetic""]";"Ethereum Classic";"Malaysian Ringgit"
"ETC/PLN";"[""Synthetic""]";"Ethereum Classic";"Polish Zloty"
"ETC/RUB";"[""Exmo"",""Synthetic""]";"Ethereum Classic";"Russian Ruble"
"ETC/SAR";"[""Synthetic""]";"Ethereum Classic";"Saudi Riyal"
"ETC/SEK";"[""Synthetic""]";"Ethereum Classic";"Swedish Krona"
"ETC/TRY";"[""Synthetic""]";"Ethereum Classic";"Turkish Lira"
"ETC/USD";"[""Binance"",""Coinbene"",""Gate.io""]";"Ethereum Classic";"US Dollar"
"ETC/VND";"[""Synthetic""]";"Ethereum Classic";"Vietnamese Dong"
"ETC/ZAR";"[""Synthetic""]";"Ethereum Classic";"South African Rand"
"ETH/AUD";"[""Binance"",""BTC Markets""]";"Ethereum";"Australian Dollar"
"ETH/BRL";"[""MercadoBitcoin"",""NovaDAX""]";"Ethereum";"Brazil Real"
"ETH/BTC";"[""Binance"",""Coinbene"",""Huobi"",""Poloniex"",""TOKOK""]";"Ethereum";"Bitcoin"
"ETH/CAD";"[""CoinField"",""Kraken""]";"Ethereum";"Canadian Dollar"
"ETH/CNY";"[""Synthetic""]";"Ethereum";"Chinese Yuan"
"ETH/DAI";"[""HitBTC""]";"Ethereum";"Dai"
"ETHD/USD";"[""Synthetic""]";"Ethereum Dark";"US Dollar"
"ETH/EUR";"[""Binance"",""BitStamp"",""Coinbase Pro"",""Kraken""]";"Ethereum";"Euro"
"ETH/GBP";"[""Binance"",""Bitfinex"",""Coinbase Pro""]";"Ethereum";"British Pound"
"ETH/HKD";"[""QUOINE""]";"Ethereum";"Hong Kong Dollar"
"ETH/IDR";"[""BTC Indonesia"",""Luno""]";"Ethereum";"Indonesian Rupiah"
"ETH/ILS";"[""Synthetic""]";"Ethereum";"Israeli Shekel"
"ETH/INR";"[""Bitbns"",""Synthetic""]";"Ethereum";"Indian Rupee"
"ETH/JPY";"[""Bitfinex"",""QUOINE"",""Zaif""]";"Ethereum";"Japanese Yen"
"ETH/KRW";"[""Bithumb"",""Coinone"",""Upbit""]";"Ethereum";"Korean Won"
"ETH/LTC";"[""Exmo""]";"Ethereum";"Litecoin"
"ETHM/USD";"[""Synthetic""]";"Ethereum Meta";"US Dollar"
"ETH/MXN";"[""Bitso"",""Synthetic""]";"Ethereum";"Mexican Peso"
"ETH/MYR";"[""Luno"",""Synthetic""]";"Ethereum";"Malaysian Ringgit"
"ETH/NGN";"[""Luno""]";"Ethereum";"Nigerian Naira"
"ETH/PLN";"[""BitBay"",""Exmo""]";"Ethereum";"Polish Zloty"
"ETH/RUB";"[""Exmo""]";"Ethereum";"Russian Ruble"
"ETH/SAR";"[""Synthetic""]";"Ethereum";"Saudi Riyal"
"ETH/SEK";"[""Synthetic""]";"Ethereum";"Swedish Krona"
"ETH/SGD";"[""QUOINE""]";"Ethereum";"Singapore Dollar"
"ETH/THB";"[""Bitkub"",""Satang Pro""]";"Ethereum";"Thai Baht"
"ETH/TRY";"[""Bitexen"",""BTCTurk"",""Paribu""]";"Ethereum";"Turkish Lira"
"ETH/UAH";"[""Exmo""]";"Ethereum";"Ukrainian Hryvnia"
"ETH/USD";"[""Binance"",""Bitfinex"",""Huobi"",""IDCM""]";"Ethereum";"US Dollar"
"ETH/VND";"[""Synthetic""]";"Ethereum";"Vietnamese Dong"
"ETH/XAU";"[""Synthetic""]";"Ethereum";"Gold Spot"
"ETH/XRP";"[""CoinField""]";"Ethereum";"XRP"
"ETH/ZAR";"[""Luno"",""Synthetic""]";"Ethereum";"South African Rand"
"ETN/BTC";"[""Huobi"",""Kucoin""]";"Electroneum";"Bitcoin"
"ETN/ETH";"[""Huobi"",""Kucoin""]";"Electroneum";"Ethereum"
"ETN/EUR";"[""Liquid""]";"Electroneum";"Euro"
"ETN/USD";"[""HitBTC""]";"Electroneum";"US Dollar"
"ETP/BTC";"[""Bitfinex"",""HitBTC""]";"Metaverse ETP";"Bitcoin"
"ETP/ETH";"[""Bitfinex""]";"Metaverse ETP";"Ethereum"
"ETP/USD";"[""Bitfinex"",""HitBTC""]";"Metaverse ETP";"US Dollar"
"ETT/BTC";"[""Livecoin""]";"EncryptoTel [WAVES]";"Bitcoin"
"ETT/USD";"[""Synthetic""]";"EncryptoTel [WAVES]";"US Dollar"
"EUC/USD";"[""Synthetic""]";"Eurocoin";"US Dollar"
"EUL/USD";"[""Huobi""]";"Euler";"US Dollar"
"EURS/USD";"[""Ethfinex"",""HitBTC""]";"STASIS EURO";"US Dollar"
"EUSD/USD";"[""Synthetic""]";"eUSD";"US Dollar"
"EVC/ETH";"[""Mercatox""]";"EventChain";"Ethereum"
"EVC/USD";"[""Synthetic""]";"EventChain";"US Dollar"
"EVIL/BTC";"[""YoBit""]";"Evil Coin";"Bitcoin"
"EVIL/USD";"[""Synthetic""]";"Evil Coin";"US Dollar"
"EVNN/BTC";"[""Hotbit"",""Mercatox""]";"EvenCoin";"Bitcoin"
"EVNN/ETH";"[""Hotbit"",""Mercatox""]";"EvenCoin";"Ethereum"
"EVNN/USD";"[""Synthetic""]";"EvenCoin";"US Dollar"
"EVO/BTC";"[""YoBit""]";"Evotion";"Bitcoin"
"EVO/USD";"[""Synthetic""]";"Evotion";"US Dollar"
"EVX/BTC";"[""Binance"",""Huobi"",""Mercatox""]";"Everex";"Bitcoin"
"EVX/ETH";"[""HitBTC"",""Huobi""]";"Everex";"Ethereum"
"EVX/USD";"[""HitBTC""]";"Everex";"US Dollar"
"EWT/BTC";"[""Kucoin""]";"Energy Web Token";"Bitcoin"
"EWT/USD";"[""Kraken"",""Kucoin""]";"Energy Web Token";"US Dollar"
"EXCL/BTC";"[""Bittrex""]";"ExclusiveCoin";"Bitcoin"
"EXCL/USD";"[""Synthetic""]";"ExclusiveCoin";"US Dollar"
"EXC/USD";"[""Synthetic""]";"Eximchain";"US Dollar"
"EXMR/USD";"[""Synthetic""]";"EXMR";"US Dollar"
"EXN/USD";"[""Synthetic""]";"ExchangeN";"US Dollar"
"EXP/BTC";"[""Bittrex"",""YoBit""]";"Expanse";"Bitcoin"
"EXP/USD";"[""Synthetic""]";"Expanse";"US Dollar"
"EXRN/ETH";"[""Hotbit""]";"EXRNchain";"Ethereum"
"EXRN/USD";"[""Synthetic""]";"EXRNchain";"US Dollar"
"FAIR/USD";"[""Synthetic""]";"FairCoin";"US Dollar"
"FAP/USD";"[""Synthetic""]";"FAPcoin";"US Dollar"
"FAZZ/BTC";"[""YoBit""]";"Fazzcoin";"Bitcoin"
"FAZZ/USD";"[""Synthetic""]";"Fazzcoin";"US Dollar"
"FCN/USD";"[""Synthetic""]";"Fantomcoin";"US Dollar"
"FCT/BTC";"[""Bittrex""]";"Factom";"Bitcoin"
"FCT/USD";"[""Synthetic""]";"Factom";"US Dollar"
"FC/USD";"[""Synthetic""]";"Facecoin";"US Dollar"
"FDZ/BTC";"[""HitBTC"",""Mercatox""]";"Friendz";"Bitcoin"
"FDZ/ETH";"[""HitBTC"",""Mercatox""]";"Friendz";"Ethereum"
"FDZ/USD";"[""Synthetic""]";"Friendz";"US Dollar"
"FEI/ETH";"[""Gate.io""]";"Fei USD";"Ethereum"
"FEI/USD";"[""Gate.io""]";"Fei USD";"US Dollar"
"FET/BNB";"[""Binance""]";"Fetch";"Binance Coin"
"FET/BTC";"[""Binance"",""Kucoin""]";"Fetch";"Bitcoin"
"FET/ETH";"[""Kucoin""]";"Fetch";"Ethereum"
"FET/USD";"[""Binance"",""BitMax""]";"Fetch";"US Dollar"
"FFC/USD";"[""Synthetic""]";"FireFlyCoin";"US Dollar"
"FIDYO/USD";"[""Synthetic""]";"Fidyo";"US Dollar"
"FIDYO/WAVES";"[""Waves Decentralized Exchange""]";"Fidyo";"Waves"
"FIL/BTC";"[""Binance"",""Coinbase Pro""]";"Filecoin";"Bitcoin"
"FIL/CAD";"[""Synthetic""]";"Filecoin";"Canadian Dollar"
"FIL/EUR";"[""Coinbase Pro"",""Kraken""]";"Filecoin";"Euro"
"FIL/INR";"[""Bitbns""]";"Filecoin";"Indian Rupee"
"FIL/USD";"[""Binance"",""Gate.io""]";"Filecoin";"US Dollar"
"FINE/USD";"[""Gate.io""]";"Refinable";"US Dollar"
"FIO/BNB";"[""Binance""]";"FIO Protocol";"Binance Coin"
"FIO/BTC";"[""Binance""]";"FIO Protocol";"Bitcoin"
"FIO/USD";"[""BitMax""]";"FIO Protocol";"US Dollar"
"FIRE/BTC";"[""YoBit""]";"Firecoin";"Bitcoin"
"FIRE/USD";"[""Synthetic""]";"Firecoin";"US Dollar"
"FIRO/BTC";"[""Binance"",""Huobi""]";"Firo";"Bitcoin"
"FIRO/ETH";"[""Binance"",""Huobi""]";"Firo";"Ethereum"
"FIRO/IDR";"[""BTC Indonesia""]";"Firo";"Indonesian Rupiah"
"FIRO/USD";"[""MEXC"",""Synthetic""]";"Firo";"US Dollar"
"FITFI/USD";"[""Gate.io"",""Huobi"",""Kucoin""]";"Step App";"US Dollar"
"FJC/USD";"[""Synthetic""]";"FujiCoin";"US Dollar"
"FLASH/BTC";"[""Crex24""]";"Flash";"Bitcoin"
"FLASH/USD";"[""Synthetic""]";"Flash";"US Dollar"
"FLAX/USD";"[""Synthetic""]";"Flaxscript";"US Dollar"
"FLDC/BTC";"[""FinexBox""]";"FoldingCoin";"Bitcoin"
"FLDC/USD";"[""Synthetic""]";"FoldingCoin";"US Dollar"
"FLIK/USD";"[""Synthetic""]";"FLiK";"US Dollar"
"FLM/USD";"[""Synthetic""]";"FolmCoin";"US Dollar"
"FLO/BTC";"[""Bittrex""]";"FLO";"Bitcoin"
"FLO/USD";"[""Synthetic""]";"FLO";"US Dollar"
"FLOW/BTC";"[""Huobi"",""Upbit""]";"Flow";"Bitcoin"
"FLOW/CAD";"[""Synthetic""]";"Flow";"Canadian Dollar"
"FLOW/USD";"[""Binance"",""Gate.io"",""Huobi"",""Kraken""]";"Flow";"US Dollar"
"FLUX/BTC";"[""Binance""]";"Flux";"Bitcoin"
"FLUX/USD";"[""Binance"",""Gate.io"",""KuCoin""]";"Flux";"US Dollar"
"FLUZ/USD";"[""Synthetic""]";"Fluz Fluz";"US Dollar"
"FLVR/USD";"[""Synthetic""]";"FlavorCoin";"US Dollar"
"FLY/BTC";"[""YoBit""]";"Flycoin";"Bitcoin"
"FLY/USD";"[""Synthetic""]";"Flycoin";"US Dollar"
"FNC/BTC";"[""Livecoin""]";"FinCoin";"Bitcoin"
"FNC/USD";"[""Synthetic""]";"FinCoin";"US Dollar"
"FNKOS/ETH";"[""Coinbene""]";"FNKOS";"Ethereum"
"FNKOS/USD";"[""Synthetic""]";"FNKOS";"US Dollar"
"FNTB/BTC";"[""YoBit""]";"FinTab";"Bitcoin"
"FNTB/USD";"[""Synthetic"",""YoBit""]";"FinTab";"US Dollar"
"FOIN/BTC";"[""Hotbit""]";"FOIN";"Bitcoin"
"FOIN/USD";"[""Synthetic""]";"FOIN";"US Dollar"
"FONZ/USD";"[""Synthetic""]";"Fonziecoin";"US Dollar"
"FOR/USD";"[""Synthetic""]";"FORCE";"US Dollar"
"FRAX/USD";"[""Gate.io""]";"FRAX";"US Dollar"
"FRC/BTC";"[""FreiExchange""]";"Freicoin";"Bitcoin"
"FRC/USD";"[""Synthetic""]";"Freicoin";"US Dollar"
"FRD/USD";"[""Synthetic""]";"Farad";"US Dollar"
"FRK/BTC";"[""YoBit""]";"Franko";"Bitcoin"
"FRK/USD";"[""Synthetic""]";"Franko";"US Dollar"
"FRN/BTC";"[""YoBit""]";"Francs";"Bitcoin"
"FRN/USD";"[""Synthetic""]";"Francs";"US Dollar"
"FRST/BTC";"[""YoBit""]";"FirstCoin";"Bitcoin"
"FRST/ETH";"[""YoBit""]";"FirstCoin";"Ethereum"
"FRST/USD";"[""Synthetic""]";"FirstCoin";"US Dollar"
"FRWC/USD";"[""Synthetic""]";"FrankyWillCoin";"US Dollar"
"FSN/BNB";"[""Binance DEX""]";"Fusion";"Binance Coin"
"FSN/USD";"[""Synthetic""]";"Fusion";"US Dollar"
"FST/USD";"[""Synthetic""]";"Fastcoin";"US Dollar"
"FTC/BTC";"[""Bittrex""]";"Feathercoin";"Bitcoin"
"FTC/USD";"[""Synthetic""]";"Feathercoin";"US Dollar"
"FTM/BNB";"[""Binance""]";"Fantom";"Binance Coin"
"FTM/BTC";"[""Binance"",""Kucoin""]";"Fantom";"Bitcoin"
"FTM/CAD";"[""Synthetic""]";"Fantom";"Canadian Dollar"
"FTM/ETH";"[""Kucoin""]";"Fantom";"Ethereum"
"FTM/EUR";"[""Synthetic""]";"Fantom";"Euro"
"FTM/TRY";"[""Binance""]";"Fantom";"Turkish Lira"
"FTM/USD";"[""Binance"",""MXC""]";"Fantom";"US Dollar"
"FTO/BTC";"[""SouthXchange"",""YoBit""]";"FuturoCoin";"Bitcoin"
"FTO/DOGE";"[""YoBit""]";"FuturoCoin";"Dogecoin"
"FTO/ETH";"[""YoBit""]";"FuturoCoin";"Ethereum"
"FTOKEN/BTC";"[""Crex24""]";"Flash Token";"Bitcoin"
"FTOKEN/USD";"[""Synthetic""]";"Flash Token";"US Dollar"
"FTO/RUB";"[""YoBit""]";"FuturoCoin";"Russian Ruble"
"FTO/USD";"[""SouthXchange"",""YoBit""]";"FuturoCoin";"US Dollar"
"FTO/WAVES";"[""YoBit""]";"FuturoCoin";"Waves"
"FTT/BTC";"[""Binance"",""FTX"",""Huobi""]";"FTX Token";"Bitcoin"
"FTT/CAD";"[""Synthetic""]";"FTX Token";"Canadian Dollar"
"FTT/INR";"[""Bitbns""]";"FTX Token";"Indian Rupee"
"FTT/USD";"[""Binance"",""FTX"",""Huobi""]";"FTX Token";"US Dollar"
"FT/USD";"[""Synthetic""]";"Fabric Token";"US Dollar"
"FUCK/USD";"[""Synthetic""]";"FuckToken";"US Dollar"
"FUEL/ETH";"[""Gate.io""]";"Etherparty";"Ethereum"
"FUEL/USD";"[""Gate.io""]";"Etherparty";"US Dollar"
"FUN/BTC";"[""Binance"",""Bitrue""]";"FunFair";"Bitcoin"
"FUN/ETH";"[""Binance"",""Bitrue""]";"FunFair";"Ethereum"
"FUNK/USD";"[""Synthetic""]";"The Cypherfunks";"US Dollar"
"FUN/USD";"[""Gate.io"",""HitBTC""]";"FunFair";"US Dollar"
"FUZZ/BTC";"[""YoBit""]";"FuzzBalls";"Bitcoin"
"FUZZ/USD";"[""Synthetic""]";"FuzzBalls";"US Dollar"
"FX/BTC";"[""Kucoin""]";"Function X";"Bitcoin"
"FXC/ETH";"[""IDEX""]";"Flexacoin";"Ethereum"
"FXC/USD";"[""Synthetic""]";"Flexacoin";"US Dollar"
"FX/ETH";"[""Kucoin""]";"Function X";"Ethereum"
"FXS/BTC";"[""Binance""]";"Frax Share";"Bitcoin"
"FXS/USD";"[""Binance"",""KuCoin""]";"Frax Share";"US Dollar"
"FX/USD";"[""Synthetic""]";"Function X";"US Dollar"
"FYP/BTC";"[""HitBTC""]";"FlypMe";"Bitcoin"
"FYP/USD";"[""Synthetic""]";"FlypMe";"US Dollar"
"GAIN/USD";"[""Synthetic""]";"UGAIN";"US Dollar"
"GALA/BRL";"[""Binance"",""NovaDAX""]";"Gala";"Brazil Real"
"GALA/BTC";"[""Binance""]";"Gala";"Bitcoin"
"GALA/CAD";"[""Synthetic""]";"Gala";"Canadian Dollar"
"GALA/TRY";"[""Binance""]";"Gala";"Turkish Lira"
"GALA/USD";"[""Binance"",""Gate.io"",""Kucoin""]";"Gala";"US Dollar"
"GAL/TRY";"[""Binance""]";"Project Galaxy";"Turkish Lira"
"GAL/USD";"[""Binance"",""Gate.io"",""Huobi""]";"Project Galaxy";"US Dollar"
"GAME/BTC";"[""BitBay"",""Bittrex""]";"GameCredits";"Bitcoin"
"GAME/EUR";"[""BitBay""]";"GameCredits";"Euro"
"GAME/PLN";"[""BitBay""]";"GameCredits";"Polish Zloty"
"GAME/USD";"[""BitBay"",""Synthetic""]";"GameCredits";"US Dollar"
"GAM/USD";"[""Synthetic""]";"Gambit";"US Dollar"
"GAP/USD";"[""Synthetic""]";"Gapcoin";"US Dollar"
"GAS/BTC";"[""Binance"",""OKEx""]";"Gas";"Bitcoin"
"GAS/ETH";"[""Huobi"",""OKEx""]";"Gas";"Ethereum"
"GAS/USD";"[""Gate.io"",""OKEx""]";"Gas";"US Dollar"
"GB/BTC";"[""YoBit""]";"GoldBlocks";"Bitcoin"
"GBT/USD";"[""Synthetic""]";"GameBet Coin";"US Dollar"
"GB/USD";"[""Synthetic""]";"GoldBlocks";"US Dollar"
"GBX/USD";"[""Synthetic""]";"GoByte";"US Dollar"
"GBYTE/BTC";"[""Bittrex""]";"Obyte";"Bitcoin"
"GBYTE/USD";"[""Synthetic""]";"Obyte";"US Dollar"
"GCC/USD";"[""Synthetic""]";"GuccioneCoin";"US Dollar"
"GCN/DOGE";"[""SouthXchange""]";"GCN Coin";"Dogecoin"
"GCN/USD";"[""Synthetic""]";"GCN Coin";"US Dollar"
"GCR/BTC";"[""YoBit""]";"Global Currency Reserve ";"Bitcoin"
"GCR/USD";"[""Synthetic""]";"Global Currency Reserve";"US Dollar"
"GEERT/USD";"[""Synthetic""]";"GeertCoin";"US Dollar"
"GEN/ETH";"[""Hotbit""]";"DAOstack";"Ethereum"
"GEN/USD";"[""Synthetic""]";"DAOstack";"US Dollar"
"GEO/BTC";"[""Bittrex"",""YoBit""]";"GeoCoin";"Bitcoin"
"GEO/USD";"[""Synthetic""]";"GeoCoin";"US Dollar"
"GIM/USD";"[""Synthetic""]";"Gimli";"US Dollar"
"GIN/ETH";"[""TOKOK""]";"GINcoin";"Ethereum"
"GIN/USD";"[""Synthetic""]";"GINcoin";"US Dollar"
"GLCn/BTC";"[""YoBit""]";"GlobalCoin";"Bitcoin"
"GLCn/USD";"[""Synthetic""]";"GlobalCoin";"US Dollar"
"GLMR/BTC";"[""Binance""]";"Moonbeam";"Bitcoin"
"GLMR/USD";"[""Binance"",""Gate.io"",""KuCoin""]";"Moonbeam";"US Dollar"
"GLS/USD";"[""Synthetic""]";"GlassCoin";"US Dollar"
"GLT/BTC";"[""Crex24""]";"GlobalToken";"Bitcoin"
"GLT/USD";"[""Synthetic""]";"GlobalToken";"US Dollar"
"GML/BTC";"[""YoBit""]";"GameLeagueCoin";"Bitcoin"
"GML/USD";"[""Synthetic""]";"GameLeagueCoin";"US Dollar"
"GMTn/BTC";"[""Binance""]";"STEPN";"Bitcoin"
"GMTn/USD";"[""Binance"",""Gate.io""]";"STEPN";"US Dollar"
"GMT/USD";"[""Synthetic""]";"Mercury Protocol";"US Dollar"
"GMX/USD";"[""Crypto.com Exchange""]";"GMX";"US Dollar"
"GMX/USD";"[""Binance""]";"GoldMaxCoin";"US Dollar"
"GNO/BTC";"[""Binance"",""Bittrex"",""Huobi"",""Kraken""]";"Gnosis";"Bitcoin"
"GNO/CAD";"[""Synthetic""]";"Gnosis";"Canadian Dollar"
"GNO/ETH";"[""Bittrex"",""Kraken""]";"Gnosis";"Ethereum"
"GNO/EUR";"[""Kraken""]";"Gnosis";"Euro"
"GNO/USD";"[""Binance"",""Huobi"",""Kraken""]";"Gnosis";"US Dollar"
"GNS/USD";"[""Binance""]";"Gains Network";"US Dollar"
"GNT/AUD";"[""Synthetic""]";"Golem";"Australian Dollar"
"GNT/BTC";"[""Binance"",""Huobi""]";"Golem";"Bitcoin"
"GNT/ETH";"[""Binance"",""Huobi""]";"Golem";"Ethereum"
"GNT/INR";"[""Bitbns""]";"Golem";"Indian Rupee"
"GNT/KRW";"[""Bithumb"",""Upbit""]";"Golem";"Korean Won"
"GNT/USD";"[""Gate.io"",""Huobi""]";"Golem";"US Dollar"
"GNX/BTC";"[""Huobi"",""OKEx""]";"Genaro Network";"Bitcoin"
"GNX/ETH";"[""Gate.io"",""Huobi""]";"Genaro Network";"Ethereum"
"GNX/USD";"[""Gate.io""]";"Genaro Network";"US Dollar"
"GO/BTC";"[""Binance"",""Kucoin""]";"GoChain";"Bitcoin"
"GOD/BTC";"[""Gate.io"",""YoBit""]";"Bitcoin God";"Bitcoin"
"GOD/USD";"[""Gate.io""]";"Bitcoin God";"US Dollar"
"GO/ETH";"[""Kucoin""]";"GoChain";"Ethereum"
"GOLF/USD";"[""Synthetic""]";"Golfcoin";"US Dollar"
"GOOD/USD";"[""Synthetic""]";"Goodomy";"US Dollar"
"GOT/BTC";"[""Hotbit""]";"GoNetwork";"Bitcoin"
"GOT/USD";"[""Synthetic""]";"GoNetwork";"US Dollar"
"GO/USD";"[""Kucoin"",""Synthetic""]";"GoChain";"US Dollar"
"GP/BTC";"[""YoBit""]";"GoldPieces";"Bitcoin"
"GP/USD";"[""Synthetic""]";"GoldPieces";"US Dollar"
"GPU/USD";"[""Synthetic""]";"GPU Coin";"US Dollar"
"GRC/BTC";"[""SouthXchange""]";"GridCoin";"Bitcoin"
"GRC/USD";"[""Synthetic""]";"GridCoin";"US Dollar"
"GRE/USD";"[""Synthetic""]";"Greencoin";"US Dollar"
"GRFT/BTC";"[""TradeOgre""]";"Graft";"Bitcoin"
"GRFT/USD";"[""Synthetic""]";"Graft";"US Dollar"
"GRIN/BTC";"[""BitForex"",""Hotbit""]";"Grin";"Bitcoin"
"GRIN/ETH";"[""Hotbit"",""Kucoin""]";"Grin";"Ethereum"
"GRIN/USD";"[""Gate.io"",""Hotbit""]";"Grin";"US Dollar"
"GRS/BTC";"[""Binance"",""Bittrex""]";"Groestlcoin";"Bitcoin"
"GRS/ETH";"[""Huobi""]";"Groestlcoin";"Ethereum"
"GRS/KRW";"[""Upbit""]";"Groestlcoin";"Korean Won"
"GRS/USD";"[""Synthetic""]";"Groestlcoin";"US Dollar"
"GRT/AUD";"[""Kraken""]";"The Graph";"Australian Dollar"
"GRT/BTC";"[""Binance"",""Huobi""]";"The Graph";"Bitcoin"
"GRT/CAD";"[""Synthetic""]";"The Graph";"Canadian Dollar"
"GRT/EUR";"[""Binance"",""Coinbase Pro"",""Kraken""]";"The Graph";"Euro"
"GRT/INR";"[""Bitbns""]";"The Graph";"Indian Rupee"
"GRT/USD";"[""Binance"",""Coinbase Pro"",""Huobi""]";"The Graph";"US Dollar"
"GRV/USD";"[""Synthetic""]";"Gravium";"US Dollar"
"GRWI/USD";"[""Synthetic""]";"Growers International";"US Dollar"
"GRX/USD";"[""Synthetic""]";"GOLD Reward Token";"US Dollar"
"GSC/ETH";"[""Huobi""]";"Global Social Chain";"Ethereum"
"GSC/USD";"[""Synthetic""]";"Global Social Chain";"US Dollar"
"GSR/BTC";"[""YoBit""]";"GeyserCoin";"Bitcoin"
"GSR/USD";"[""Synthetic""]";"GeyserCoin";"US Dollar"
"GST/USD";"[""Coinbase Pro"",""Gate.io"",""Huobi"",""Kucoin""]";"Green Satoshi Token (SOL)";"US Dollar"
"GT/BTC";"[""Gate.io""]";"GateToken";"Bitcoin"
"GT/CAD";"[""Synthetic""]";"GateToken";"Canadian Dollar"
"GTC/BTC";"[""Gate.io""]";"Global Tour Coin";"Bitcoin"
"GTC/ETH";"[""Gate.io""]";"Global Tour Coin";"Ethereum"
"GTCG/USD";"[""Synthetic""]";"Game.com";"US Dollar"
"GTC/USD";"[""Gate.io"",""Synthetic""]";"Global Tour Coin";"US Dollar"
"GT/ETH";"[""Gate.io""]";"GateToken";"Ethereum"
"GTO/BTC";"[""Binance"",""OKEx""]";"Gifto";"Bitcoin"
"GTO/USD";"[""Binance"",""OKEx"",""Synthetic""]";"Gifto";"US Dollar"
"GT/USD";"[""Gate.io"",""Huobi""]";"GateToken";"US Dollar"
"GUESS/BTC";"[""YoBit""]";"Peerguess";"Bitcoin"
"GUESS/USD";"[""Synthetic""]";"Peerguess";"US Dollar"
"GUN/BTC";"[""SouthXchange""]";"Guncoin";"Bitcoin"
"GUN/DOGE";"[""SouthXchange""]";"Guncoin";"Dogecoin"
"GUN/USD";"[""Synthetic""]";"Guncoin";"US Dollar"
"GUP/BTC";"[""Bittrex""]";"Matchpool";"Bitcoin"
"GUP/USD";"[""Synthetic""]";"Matchpool";"US Dollar"
"GUSD/USD";"[""BitMart"",""Hotbit""]";"Gemini Dollar";"US Dollar"
"GVT/BTC";"[""Binance""]";"Genesis Vision";"Bitcoin"
"GVT/ETH";"[""HitBTC""]";"Genesis Vision";"Ethereum"
"GVT/USD";"[""Synthetic""]";"Genesis Vision";"US Dollar"
"GXC/BTC";"[""Huobi""]";"GXChain";"Bitcoin"
"GXC/ETH";"[""Huobi""]";"GXChain";"Ethereum"
"GXC/USD";"[""Bit-Z"",""Huobi""]";"GXChain";"US Dollar"
"GXS/BTC";"[""BigONE"",""Binance""]";"GXChain";"Bitcoin"
"GXS/ETH";"[""Binance""]";"GXChain";"Ethereum"
"GXS/USD";"[""Hotbit"",""Synthetic""]";"GXChain";"US Dollar"
"HAC/BTC";"[""YoBit""]";"Hackspace Capital";"Bitcoin"
